date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:39:53	1384420/1384420	---M--	200	added ('OK')	image/jpeg	etag:CIHyx+jlrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/fabf0c5b-a3f6-4a0b-ad99-cb65d02f286e/IMG_20220109_103954403.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/fabf0c5b-a3f6-4a0b-ad99-cb65d02f286e/IMG_20220109_103954403.jpg	(from https://www.fineartnori.com/)
15:39:53	1236901/1236901	---M--	200	added ('OK')	image/jpeg	etag:CMC7up3fhvUCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/5679c5ab-51cb-423c-b82b-b5b6bc49a1fa/IMG_20210828_110318176.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/5679c5ab-51cb-423c-b82b-b5b6bc49a1fa/IMG_20210828_110318176.jpg	(from https://www.fineartnori.com/)
15:39:53	1223602/1223602	---M--	200	added ('OK')	image/jpeg	etag:CL+f95HXhvUCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/95810725-15b8-4097-bd61-21e2bfb75697/human.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/95810725-15b8-4097-bd61-21e2bfb75697/human.jpg	(from https://www.fineartnori.com/)
15:39:54	1259374/1259374	---M--	200	added ('OK')	image/jpeg	etag:CJ3yubzkrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/fee0b70a-7edf-4073-85c5-a162473d9eb9/fish.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/fee0b70a-7edf-4073-85c5-a162473d9eb9/fish.jpg	(from https://www.fineartnori.com/)
15:39:54	1439304/1439304	---M--	200	added ('OK')	image/jpeg	etag:CMDah43nrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/511a6a5d-f1e3-4f9e-bf48-47e94e14a803/factory.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/511a6a5d-f1e3-4f9e-bf48-47e94e14a803/factory.jpg	(from https://www.fineartnori.com/)
15:39:54	1388117/1388117	---M--	200	added ('OK')	image/jpeg	etag:COPWr/rmrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/2147565d-673f-4002-9485-8d0391407fa4/IMG_20220109_104557562.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/2147565d-673f-4002-9485-8d0391407fa4/IMG_20220109_104557562.jpg	(from https://www.fineartnori.com/)
15:39:55	1498403/1498403	---M--	200	added ('OK')	image/jpeg	etag:CMWXiuzkrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/103347c1-8684-4873-93a9-e923b7e32d7a/IMG_20220109_104116813.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/103347c1-8684-4873-93a9-e923b7e32d7a/IMG_20220109_104116813.jpg	(from https://www.fineartnori.com/)
15:39:55	814366/814366	---M--	200	added ('OK')	image/jpeg	etag:CITQ9rPmrvYCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/cfe317e2-337d-47a3-8dec-ee4301079f44/IMG_20220228_133117125.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/cfe317e2-337d-47a3-8dec-ee4301079f44/IMG_20220228_133117125.jpg	(from https://www.fineartnori.com/)
15:39:55	520115/520115	---M--	200	added ('OK')	image/jpeg	etag:CMeE5MrthvUCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/394ff820-c7a2-497c-8c7e-fcf096e9f6ae/crowd.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/394ff820-c7a2-497c-8c7e-fcf096e9f6ae/crowd.jpg	(from https://www.fineartnori.com/)
15:39:55	1273655/1273655	---M--	200	added ('OK')	image/jpeg	etag:CN2V5IHQnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/19eb80b5-9b36-4f11-a5c6-99461863eda5/IMG_20221019_162439226.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/19eb80b5-9b36-4f11-a5c6-99461863eda5/IMG_20221019_162439226.jpg	(from https://www.fineartnori.com/)
15:39:56	1041780/1041780	---M--	200	added ('OK')	image/jpeg	etag:CIms+N7QnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8339390d-f11a-43c5-bfcc-36335bd07791/IMG_20221217_130005417.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8339390d-f11a-43c5-bfcc-36335bd07791/IMG_20221217_130005417.jpg	(from https://www.fineartnori.com/)
15:39:56	833417/833417	---M--	200	added ('OK')	image/jpeg	etag:CKGz8sfRnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8791e56c-bb78-4528-a8bc-ab28d8f71be6/IMG_20221217_130522257.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8791e56c-bb78-4528-a8bc-ab28d8f71be6/IMG_20221217_130522257.jpg	(from https://www.fineartnori.com/)
15:39:56	747046/747046	---M--	200	added ('OK')	image/jpeg	etag:CMbu6fjthvUCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8c11def7-7eac-4753-9b50-aca5a43b8e40/tree.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/8c11def7-7eac-4753-9b50-aca5a43b8e40/tree.jpg	(from https://www.fineartnori.com/)
15:39:57	1286853/1286853	---M--	200	added ('OK')	image/jpeg	etag:CIDmirDQnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/49c8b3ce-b08c-49af-adf9-b165112322f4/IMG_20221217_125548643.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/49c8b3ce-b08c-49af-adf9-b165112322f4/IMG_20221217_125548643.jpg	(from https://www.fineartnori.com/)
15:39:57	548227/548227	---M--	200	added ('OK')	image/jpeg	etag:CMPe8vTQnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/a05ca772-4555-4d9d-980e-5593b059a2be/IMG_20221217_130328188.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/a05ca772-4555-4d9d-980e-5593b059a2be/IMG_20221217_130328188.jpg	(from https://www.fineartnori.com/)
15:39:58	1234596/1234596	---M--	200	added ('OK')	image/jpeg	etag:CIzxmeTRnvwCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/231839b6-550e-49a6-9e77-fc7a61dd576c/IMG_20221217_132636379.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/231839b6-550e-49a6-9e77-fc7a61dd576c/IMG_20221217_132636379.jpg	(from https://www.fineartnori.com/)
15:39:58	435174/435174	---M--	200	added ('OK')	image/jpeg	etag:CIrhk/yci/UCEAE=	https://images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/9cab6def-b220-4d47-b94b-4703c7b8ce07/one+man+show+in+New+York.jpg	C:/ArtSite/Art/images.squarespace-cdn.com/content/v1/61cadc7ecece9f4a7133ee92/9cab6def-b220-4d47-b94b-4703c7b8ce07/one+man+show+in+New+York.jpg	(from https://www.fineartnori.com/)
15:39:58	131818/131818	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Dec%202025%2014:39:58%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.61b8fff676e6af18282a0ca344f678c6.js	C:/ArtSite/Art/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.61b8fff676e6af18282a0ca344f678c6.js	(from https://www.fineartnori.com/)
15:40:00	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:00	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:00	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:00	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:01	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:01	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:01	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:01	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:02	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:02	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:02	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:02	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:02	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:03	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:03	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:03	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:03	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:04	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:04	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Dec%202025%2014:40:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/ArtSite/Art/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.37.delayed	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:04	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/ArtSite/Art/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
15:40:05	23403/23403	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d5f2dcb17d61c334864ce80b5fc9c903%22	https://assets.squarespace.com/universal/fonts/squarespace-ui-font.svg	C:/ArtSite/Art/assets.squarespace.com/universal/fonts/squarespace-ui-font.svg	(from https://static1.squarespace.com/static/versioned-site-css/61cadc7ecece9f4a7133ee92/27/5c5a519771c10ba3470d8101/61cadc7fcece9f4a7133eece/1717/site.css)
